0.47704,5150133,1080,50,0.485363926,0.305,0.97
0.24314,5153487,2100,60,0.485363926,0.305,0.97
0.06923,8474550,80,60,0.485363926,0.305,0.97
0.1731,8512167,80,60,0.485363926,0.305,0.97
0.37052,8512191,280,60,0.485363926,0.305,0.97
0.55465,8564555,80,60,0.485363926,0.305,0.97
3.49992,10561240,80,60,0.485363926,0.305,0.97
0.68928,10561241,80,60,0.485363926,0.305,0.97
0.39776,10561261,80,60,0.485363926,0.305,0.97
0.13678,10561262,80,60,0.485363926,0.305,0.97
0.06502,10561263,680,60,0.485363926,0.305,0.97
0.35932,10561264,3080,60,0.485363926,0.305,0.97
0.47019,10561265,80,60,0.485363926,0.305,0.97
0.31431,10561267,80,60,0.485363926,0.305,0.97
0.14899,10561269,80,60,0.485363926,0.305,0.97
0.21641,10561279,80,60,0.485363926,0.305,0.97
0.0917,12335472,810,40,0.485363926,0.305,0.97
0.12917,12335480,80,60,0.485363926,0.305,0.97
1.50798,16369732,80,60,0.485363926,0.305,0.97
0.95254,23710999,80,60,0.485363926,0.305,0.97
0.58629,87805656,380,60,0.485363926,0.305,0.97
0.20992,87805658,80,70,0.485363926,0.305,0.97
0.13207,87805664,60,60,0.485363926,0.305,0.97
0.31597,87805666,80,60,0.485363926,0.305,0.97
0.15647,87807828,80,60,0.485363926,0.305,0.97
0.20749,87807830,80,60,0.485363926,0.305,0.97
0.26594,87807832,70,60,0.485363926,0.305,0.97
0.29552,87807833,80,60,0.485363926,0.305,0.97
0.32844,87807834,80,60,0.485363926,0.305,0.97
0.27797,87807835,80,60,0.485363926,0.305,0.97
0.13182,87807836,80,60,0.485363926,0.305,0.97
0.30723,87807837,60,60,0.485363926,0.305,0.97
0.66997,87807838,80,60,0.485363926,0.305,0.97
0.5661,87808307,80,60,0.485363926,0.305,0.97
0.15888,87808308,80,60,0.485363926,0.305,0.97
0.23685,87808310,65,60,0.485363926,0.305,0.97
0.26172,87808312,80,60,0.485363926,0.305,0.97
0.29555,88260919,80,60,0.485363926,0.305,0.97
0.14813,88260924,80,60,0.485363926,0.305,0.97
0.23117,88260926,80,60,0.485363926,0.305,0.97
0.17701,88260932,55,60,0.485363926,0.305,0.97
0.14739,88260938,480,60,0.485363926,0.305,0.97
0.59949,88260945,80,60,0.485363926,0.305,0.97
0.4959,88260952,80,60,0.485363926,0.305,0.97
0.28952,88260954,44,60,0.485363926,0.305,0.97
0.064,88260957,80,60,0.485363926,0.305,0.97
0.30908,88260959,80,60,0.485363926,0.305,0.97
0.49535,88260970,80,60,0.485363926,0.305,0.97
0.16819,88260974,80,60,0.485363926,0.305,0.97
0.04871,88260978,80,60,0.485363926,0.305,0.97
0.14222,88260980,80,60,0.485363926,0.305,0.97
0.23422,88270775,80,60,0.485363926,0.305,0.97
