693546088 0.61898 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
693546090 0.62518 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
472851992 5.90680 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
472851993 0.00904 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
472851994 0.00816 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
472851995 4.85406 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
472853348 0.24174 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
472853349 0.00966 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
472853350 0.00821 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
472853351 0.24958 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
474601512 0.30864 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
509420611 0.03123 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
509420612 0.03123 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
509420615 2.51658 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
510239268 0.98924 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
510252770 0.51000 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
510252772 0.50815 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
510252773 0.01807 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
510252774 0.48512 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
510558820 0.02822 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
510558826 0.02514 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
509419273 0.29425 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
509419274 18.11834 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
509419277 0.99318 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
509419278 3.16337 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
509420606 0.05379 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
509420608 0.15609 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
509420610 2.52049 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
511032954 1.79667 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
512172784 0.19119 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
514047209 12.23781 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
515537580 0.31542 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
528009860 0.21511 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
560546952 2.45626 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
560546967 0.34857 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
560546968 0.55520 500 60 0.48536 0.30500 0.97000 0.50000 0.25000
